step,train_batch_loss,eval_loss
0,,2.332891733169556
1,2.2852983474731445,2.203991651535034
5,1.7779062986373901,1.6211385974884034
10,1.1899515390396118,1.2131643934249878
20,0.6062131524085999,0.6846840810775757
50,0.4750007390975952,0.4553287739753723
100,0.5407000184059143,0.4198776195049286
200,0.24649782478809357,0.2914353921413422
300,0.15309393405914307,0.2594565827846527
400,0.2408951371908188,0.2337173956632614
500,0.1814039945602417,0.2031791718006134
