checkpoint_step,batch_size,epsilon,mean_delta_loss,stderr_delta_loss,mean_loss_change,stderr_loss_change,n
500,8,0.3,-0.5588474244356155,0.18230085228594395,0.5588474244356155,0.18230085228594395,10
500,8,0.5,-1.7538734780550005,0.5691640485127463,1.7538734780550005,0.5691640485127463,10
500,8,1.0,-7.250600982403755,2.2833955697862556,7.250600982403755,2.2833955697862556,10
500,16,0.0001,1.3858699798585672e-05,5.457917670746818e-06,-1.3858699798585672e-05,5.457917670746818e-06,10
500,16,0.0003,4.137722253799159e-05,1.6328103772859016e-05,-4.137722253799159e-05,1.6328103772859016e-05,10
500,16,0.001,0.00013564434051513695,5.399000868573898e-05,-0.00013564434051513695,5.399000868573898e-05,10
500,16,0.002,0.00026476362943649023,0.00010669541717726511,-0.00026476362943649023,0.00010669541717726511,10
500,16,0.003,0.000387414264678948,0.00015811743088876606,-0.000387414264678948,0.00015811743088876606,10
500,16,0.005,0.0006130191802978496,0.00025725240283542693,-0.0006130191802978496,0.00025725240283542693,10
500,16,0.007,0.0008130969405174216,0.00035201455655553586,-0.0008130969405174216,0.00035201455655553586,10
500,16,0.01,0.001064964473247526,0.00048622390386727506,-0.001064964473247526,0.00048622390386727506,10
500,16,0.015,0.0013570059299468974,0.0006928856410576618,-0.0013570059299468974,0.0006928856410576618,10
500,16,0.02,0.0014913128495216365,0.0008840864348467938,-0.0014913128495216365,0.0008840864348467938,10
500,16,0.03,0.0012885715842247015,0.001252488589451133,-0.0012885715842247015,0.001252488589451133,10
500,16,0.05,-0.001043630826473238,0.0021824489017578624,0.001043630826473238,0.0021824489017578624,10
500,16,0.07,-0.006107259023189543,0.0037690381230666135,0.006107259023189543,0.0037690381230666135,10
500,16,0.1,-0.019664225482940677,0.007934061635178015,0.019664225482940677,0.007934061635178015,10
500,16,0.15,-0.06245615442991257,0.020917081815074717,0.06245615442991257,0.020917081815074717,10
500,16,0.2,-0.1363007995605469,0.0432507652528242,0.1363007995605469,0.0432507652528242,10
500,16,0.3,-0.3931548185110092,0.1227861579015419,0.3931548185110092,0.1227861579015419,10
500,16,0.5,-1.3272372285127638,0.43423752673268073,1.3272372285127638,0.43423752673268073,10
500,16,1.0,-5.218758399415016,1.6953851055035203,5.218758399415016,1.6953851055035203,10
500,32,0.0001,1.3014292716978516e-05,4.643158152132163e-06,-1.3014292716978516e-05,4.643158152132163e-06,10
500,32,0.0003,3.888958692550293e-05,1.3876291201930925e-05,-3.888958692550293e-05,1.3876291201930925e-05,10
500,32,0.001,0.00012804747819900318,4.5661319754633025e-05,-0.00012804747819900318,4.5661319754633025e-05,10
500,32,0.002,0.0002516868114471438,8.963166754205829e-05,-0.0002516868114471438,8.963166754205829e-05,10
500,32,0.003,0.0003709966897964434,0.00013190080850228886,-0.0003709966897964434,0.00013190080850228886,10
500,32,0.005,0.0005965534687042195,0.0002114120664125135,-0.0005965534687042195,0.0002114120664125135,10
500,32,0.007,0.0008047436594963043,0.00028434182019141096,-0.0008047436594963043,0.00028434182019141096,10
500,32,0.01,0.001084877443313595,0.00038196760820596816,-0.001084877443313595,0.00038196760820596816,10
500,32,0.015,0.0014663206100463788,0.0005144516941471199,-0.0014663206100463788,0.0005144516941471199,10
500,32,0.02,0.0017418729066848743,0.0006115788451568427,-0.0017418729066848743,0.0006115788451568427,10
500,32,0.03,0.0019798039913177467,0.0007179967060323276,-0.0019798039913177467,0.0007179967060323276,10
500,32,0.05,0.001204523921012876,0.0008688250320136173,-0.001204523921012876,0.0008688250320136173,10
500,32,0.07,-0.0012499699950218241,0.0017443512344604561,0.0012499699950218241,0.0017443512344604561,10
500,32,0.1,-0.00818902912139893,0.004741145531661213,0.00818902912139893,0.004741145531661213,10
500,32,0.15,-0.029035713398456574,0.013752447439849352,0.029035713398456574,0.013752447439849352,10
500,32,0.2,-0.0623968143105507,0.027777989475859827,0.0623968143105507,0.027777989475859827,10
500,32,0.3,-0.1695161675095558,0.06950688900890467,0.1695161675095558,0.06950688900890467,10
500,32,0.5,-0.5621413922429086,0.19543374516148765,0.5621413922429086,0.19543374516148765,10
500,32,1.0,-2.437233037042618,0.6957765574472087,2.437233037042618,0.6957765574472087,10
500,64,0.0001,1.2863647937769173e-05,2.82749647972009e-06,-1.2863647937769173e-05,2.82749647972009e-06,10
500,64,0.0003,3.8486301898951744e-05,8.460769863778064e-06,-3.8486301898951744e-05,8.460769863778064e-06,10
500,64,0.001,0.0001272671937942449,2.7998112081543e-05,-0.0001272671937942449,2.7998112081543e-05,10
500,64,0.002,0.000251701426506043,5.538466060386697e-05,-0.000251701426506043,5.538466060386697e-05,10
500,64,0.003,0.00037333806753158115,8.214882204593723e-05,-0.00037333806753158115,8.214882204593723e-05,10
500,64,0.005,0.0006081231594085718,0.00013383740322022526,-0.0006081231594085718,0.00013383740322022526,10
500,64,0.007,0.0008317489743232709,0.00018320196819290603,-0.0008317489743232709,0.00018320196819290603,10
500,64,0.01,0.001146357285976407,0.00025301318859627847,-0.001146357285976407,0.00025301318859627847,10
500,64,0.015,0.001615778291225431,0.0003584454093753361,-0.001615778291225431,0.0003584454093753361,10
500,64,0.02,0.002016527152061459,0.00045081819582473443,-0.002016527152061459,0.00045081819582473443,10
500,64,0.03,0.002614460015296935,0.0006016652834939745,-0.002614460015296935,0.0006016652834939745,10
500,64,0.05,0.0030137179970741224,0.00081498130020032,-0.0030137179970741224,0.00081498130020032,10
500,64,0.07,0.002365143263339997,0.0010310097026630385,-0.002365143263339997,0.0010310097026630385,10
500,64,0.1,-0.0005689908504486141,0.0017177382677767885,0.0005689908504486141,0.0017177382677767885,10
500,64,0.15,-0.010915865492820743,0.004284097067756455,0.010915865492820743,0.004284097067756455,10
500,64,0.2,-0.028881354629993437,0.008698296920565559,0.028881354629993437,0.008698296920565559,10
500,64,0.3,-0.09207521119117738,0.02394749439937527,0.09207521119117738,0.02394749439937527,10
500,64,0.5,-0.33970782525539395,0.08154608595274439,0.33970782525539395,0.08154608595274439,10
500,64,1.0,-1.5287364095687868,0.3332591262238785,1.5287364095687868,0.3332591262238785,10
500,128,0.0001,8.9622020721436e-06,2.2612397888933953e-06,-8.9622020721436e-06,2.2612397888933953e-06,10
500,128,0.0003,2.684910297393317e-05,6.779582965395781e-06,-2.684910297393317e-05,6.779582965395781e-06,10
500,128,0.001,8.902540206908726e-05,2.2550788269453162e-05,-8.902540206908726e-05,2.2550788269453162e-05,10
500,128,0.002,0.00017678529024123813,4.497664197537604e-05,-0.00017678529024123813,4.497664197537604e-05,10
500,128,0.003,0.00026332588195800697,6.728591487938182e-05,-0.00026332588195800697,6.728591487938182e-05,10
500,128,0.005,0.0004326469659805293,0.00011151418660844176,-0.0004326469659805293,0.00011151418660844176,10
500,128,0.007,0.0005970997929573008,0.00015523623260439115,-0.0005970997929573008,0.00015523623260439115,10
500,128,0.01,0.0008344975709915131,0.0002199408323059431,-0.0008344975709915131,0.0002199408323059431,10
500,128,0.015,0.0012054331183433491,0.0003255796651398663,-0.0012054331183433491,0.0003255796651398663,10
500,128,0.02,0.0015454940438270532,0.00042863816067032195,-0.0015454940438270532,0.00042863816067032195,10
500,128,0.03,0.002134420144557947,0.0006278921101623119,-0.002134420144557947,0.0006278921101623119,10
500,128,0.05,0.00294909369945526,0.0010044812454130959,-0.00294909369945526,0.0010044812454130959,10
500,128,0.07,0.003283079528808591,0.0013632179673423357,-0.003283079528808591,0.0013632179673423357,10
500,128,0.1,0.0028914756894111633,0.0019028081845950044,-0.0028914756894111633,0.0019028081845950044,10
500,128,0.15,-0.0001864292263984685,0.0029586708756909543,0.0001864292263984685,0.0029586708756909543,10
500,128,0.2,-0.006473136651515962,0.00448147644383423,0.006473136651515962,0.00448147644383423,10
500,128,0.3,-0.030130067956447605,0.010325118729352746,0.030130067956447605,0.010325118729352746,10
500,128,0.5,-0.13302873188257217,0.03937701336836457,0.13302873188257217,0.03937701336836457,10
500,128,1.0,-0.7750437638759612,0.2005739351160763,0.7750437638759612,0.2005739351160763,10
500,256,0.0001,9.012913703917991e-06,1.5424723044859965e-06,-9.012913703917991e-06,1.5424723044859965e-06,10
500,256,0.0003,2.7030491828913815e-05,4.624225359378817e-06,-2.7030491828913815e-05,4.624225359378817e-06,10
500,256,0.001,8.985146284103129e-05,1.5356753210205188e-05,-8.985146284103129e-05,1.5356753210205188e-05,10
500,256,0.002,0.00017907711267471093,3.0567857190909203e-05,-0.00017907711267471093,3.0567857190909203e-05,10
500,256,0.003,0.00026767544746398306,4.561865499884902e-05,-0.00026767544746398306,4.561865499884902e-05,10
