checkpoint_step,batch_size,epsilon,sample_id,loss_before,loss_after,delta_loss
100,4,0.02,6,0.4198776195049286,0.42336451935768127,-0.0034868998527526895
100,4,0.03,6,0.4198776195049286,0.4325053219795227,-0.012627702474594105
100,4,0.05,6,0.4198776195049286,0.46444876670837404,-0.04457114720344546
100,4,0.07,6,0.4198776195049286,0.5144393553733826,-0.09456173586845401
100,4,0.1,6,0.4198776195049286,0.6243020491600036,-0.20442442965507507
100,4,0.15,6,0.4198776195049286,0.8860514068603516,-0.466173787355423
100,4,0.2,6,0.4198776195049286,1.21049370098114,-0.7906160814762115
100,4,0.3,6,0.4198776195049286,2.0003803997039795,-1.580502780199051
100,4,0.5,6,0.4198776195049286,4.187558277130127,-3.767680657625198
100,4,1.0,6,0.4198776195049286,12.72201279449463,-12.3021351749897
100,4,0.0001,7,0.4198776195049286,0.41960308980941774,0.00027452969551083894
100,4,0.0003,7,0.4198776195049286,0.4190614476203918,0.0008161718845367538
100,4,0.001,7,0.4198776195049286,0.4172457401752472,0.002631879329681397
100,4,0.002,7,0.4198776195049286,0.4148650205135345,0.005012598991394057
100,4,0.003,7,0.4198776195049286,0.41273141431808474,0.007146205186843835
100,4,0.005,7,0.4198776195049286,0.409205376625061,0.010672242879867566
100,4,0.007,7,0.4198776195049286,0.40666762471199036,0.013209994792938218
100,4,0.01,7,0.4198776195049286,0.4047273190021515,0.015150300502777103
100,4,0.015,7,0.4198776195049286,0.4064991250038147,0.013378494501113891
100,4,0.02,7,0.4198776195049286,0.414718683719635,0.0051589357852935835
100,4,0.03,7,0.4198776195049286,0.45224900197982787,-0.03237138247489929
100,4,0.05,7,0.4198776195049286,0.6277128930091858,-0.20783527350425718
100,4,0.07,7,0.4198776195049286,0.9533813166618347,-0.533503697156906
100,4,0.1,7,0.4198776195049286,1.6885686531066895,-1.268691033601761
100,4,0.15,7,0.4198776195049286,3.338382406234741,-2.9185047867298124
100,4,0.2,7,0.4198776195049286,5.353941398620606,-4.934063779115677
100,4,0.3,7,0.4198776195049286,10.101521430969239,-9.68164381146431
100,4,0.5,7,0.4198776195049286,21.889932800292968,-21.47005518078804
100,4,1.0,7,0.4198776195049286,66.08388531494141,-65.66400769543648
100,4,0.0001,8,0.4198776195049286,0.41999399518966674,-0.00011637568473815696
100,4,0.0003,8,0.4198776195049286,0.42023248100280763,-0.0003548614978790554
100,4,0.001,8,0.4198776195049286,0.4211275634765625,-0.0012499439716339156
100,4,0.002,8,0.4198776195049286,0.42256671404838564,-0.00268909454345706
100,4,0.003,8,0.4198776195049286,0.42419536113739015,-0.004317741632461569
100,4,0.005,8,0.4198776195049286,0.428013192653656,-0.008135573148727426
100,4,0.007,8,0.4198776195049286,0.4325731954574585,-0.012695575952529903
100,4,0.01,8,0.4198776195049286,0.44080118465423584,-0.020923565149307266
100,4,0.015,8,0.4198776195049286,0.45821595335006715,-0.03833833384513857
